,카페명,자치구,행정동,카테고리,분위기,이미지 주소
666,갱커피,관악구,중앙동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEwMDdfMjU2%2FMDAxNjAyMDY5NTk2MDY5.xrg7gFogEnsSK3zc-1b096iYHwDuWVGjDjksjqVa9Y4g.p79zlxhYccxfNyo-EzSXMCr7LDa1LY71PkJ1vA16WOUg.JPEG.lsw5581%2FIMG_7895.jpg
667,카페 모리츠,관악구,중앙동,카페,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210630_276%2F1625029500112dWBDv_JPEG%2FcLhgcpaQ9XrQmIRYO9LT-23o.JPG.jpg
668,위버커피 본점,관악구,중앙동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190706_75%2F1562413809533DNLds_JPEG%2FokbjniU8rr4qZMft_UDaMo0t.jpg
669,오니베이크샵,관악구,중앙동,베이글,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220503_56%2F16515660090646gTot_JPEG%2F7682BC5A-810D-44E9-A078-D887348EB2A7.jpeg
670,데일리오아시스 샤로수길점,관악구,청룡동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_27%2F1583226943925gEvhz_JPEG%2FhMi8jZUKArdCwCd6GNQR7zcx.jpg
671,달첨시루,관악구,청룡동,도넛,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221218_57%2F167134499548205syD_JPEG%2F1671193361429.jpg
672,곳간집,관악구,청룡동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221213_135%2F16709344208899EjKN_JPEG%2FF40531CD-D413-4551-84AB-833B7FB40BBD.jpeg
673,보스커피앤브런치,관악구,청룡동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181023_98%2F1540280282725YaUE2_JPEG%2FYrxqvNMcNsql69ZSEnhnhCIG.jpg
674,리스팬케이크,관악구,청룡동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221205_196%2F1670235041058ll3xH_JPEG%2F1669874802042.jpg
675,보니또커피 샤로수길점,관악구,청룡동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200827_174%2F1598515823595munpF_JPEG%2Fk15z6-UZuLDpU6tTvus9JYPt.jpg
676,만물다방,관악구,청룡동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200311_1%2F1583919605955D5K5t_JPEG%2FTIcBnZOa_SCQxjN0f0Nk25zY.jpg
677,시트론오피스,관악구,청룡동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200905_131%2F1599277528932tr3PD_JPEG%2FRFcrFIp8NDdLjKqlyB3qew_v.jpeg.jpg
678,77베이커리,관악구,청룡동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200205_217%2F1580876395105gmjPN_JPEG%2Ft296XSKmYkgl2KyES3QQQuMB.jpg
679,위버커피 본점,관악구,청룡동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190706_75%2F1562413809533DNLds_JPEG%2FokbjniU8rr4qZMft_UDaMo0t.jpg
680,제일공간,관악구,청림동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221104_189%2F1667491023550DfDi4_JPEG%2F10439609-6F34-44DE-B853-166BCAA2E422.jpeg
681,슬리핑피쉬샤로수,관악구,청림동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200214_82%2F1581670019666sBlqj_JPEG%2FjgozL0UsLUqGuLINEfz3b8lf.jpeg.jpg
682,오페라빈로스터스,관악구,청림동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_267%2F1636039651702qx4II_GIF%2Fuuz-9Pvqttk8hlG5JYjAMe0U.g
683,감성커피 낙성대점,관악구,청림동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221017_194%2F1666011910731ym4ps_JPEG%2F93E822F8-5D02-4922-AF57-02D611A19973.jpeg
684,경성꽈배기,관악구,청림동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221217_284%2F1671242059365JMi4X_JPEG%2F1000000843.jpg
685,북덕방,관악구,청림동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220423_130%2F16506983202827k6UA_JPEG%2FIMG_9214_%25BA%25B9%25BB%25E7.jpg
686,돌체베이커리,관악구,청림동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180121_162%2F1516525316532Lv5tQ_JPEG%2F50LCFKOA163spkrZ_StiORTb.jpg
687,뉴욕택시디저트,관악구,청림동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221202_218%2F1669946453572Jym6F_JPEG%2F25EFF478-81DB-49FB-A3DF-71B5A9442EA3.jpeg
688,메가MGC커피 관악구청점,관악구,청림동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_236%2F1655102058515HBYAl_JPEG%2F%25B0%25FC%25BE%25C7%25B1%25B8%25C3%25BB%25C1%25A1_%25B8%25C5%25C0%25E5_%25BF%25DC%25BA%25CE.jpg
689,NIPPY COFFEE,관악구,청림동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190821_175%2F1566352259791iF0QD_PNG%2F8wuZWZxKpbcZxgUWow-W7YPh.png
690,아궁이빙수,관악구,행운동,블루보틀,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210330_91%2F1617082338588AwYwM_JPEG%2F_tdaEQ0kXbwqFwgA6Z4j3nb-.jpg
691,달달첼베이커리,관악구,행운동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210831_28%2F1630379097481aRxgk_PNG%2FZ2wOcVZ9ovKNcA_3fCUUnGcB.png
692,카페모리,관악구,행운동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210111_2%2F1610347142467VYLQe_JPEG%2FB3wCFhhIHopnVEblQlYqG0ns.jpeg.jpg
693,쟝블랑제리 롯데백화점관악점,관악구,행운동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_26%2F1652077076400fRcE4_JPEG%2F1651846807250.jpg
694,본깔리떼,관악구,행운동,베이글,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MTVfMTMx%2FMDAxNjQ5OTkwMDQxNzgz.oqlsUQ9_dfhhmhdHOj26R_0YxdtWiIplyqgAZXRsiksg.b3uHB5VwppTH6QOJ1mrE377uM8NTJK9tTbu7bBAwjxQg.JPEG.kutty1945%2F20220330%25A3%25DF122017.jpg
695,디저트39 보라매점,관악구,행운동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220901_183%2F16620068534391GcsX_JPEG%2FKakaoTalk_20220607_175646188_02.jpg
696,비건마마,관악구,행운동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_146%2F1670321716415jNuqr_JPEG%2FKakaoTalk_Photo_2022-12-06-18-34-57_030.jpeg
697,스타벅스 서울대입구역점,관악구,행운동,카페,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
698,바나프레소 낙성대역점,관악구,행운동,바나프레소,넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221201_222%2F1669855676718VcDOP_PNG%2F%25BD%25BA%25C6%25E4%25BC%25C8%25B7%25CE%25B0%25EDV3_22%25B3%25E212%25BF%25F9-%25281280x1280%2529.png
699,캔카페 서울대입구역점,관악구,행운동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200220_284%2F1582177564746xz17L_JPEG%2FpCJ28Yx-cg3dv_agqHafPV3p.jpg
700,뺑빼르망떼,동작구,상도동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210420_94%2F1618908829443RK4Ai_PNG%2FneyaeZJdczKpGpMPOxw6AlT0.png
701,슬로우모션 커피바,동작구,상도동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211028_117%2F1635348565438pJC8m_JPEG%2FpfZLUaH2CrtpSWuGr9fgEmdE.jpeg.jpg
702,빠뜨릭스와플 본점,동작구,상도동,와플,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210903_151%2F1630665465207R4bkK_JPEG%2FAkgCmFq-JqVE2fPRButqHsuj.jpg
703,고커피,동작구,상도동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA3MTRfMTEx%2FMDAxNjI2MjM2OTA4NTMy.Vm-EzOw-yfNAH9fZqk_EMN1IOF6j97nJdy7G-5zTvZ0g._RgnqKCSMyzuSKkKvYsbW_oldaFqlhRsSdrmZgFrOa0g.JPEG.raninny%2F1626236896931.jpg
704,경성찹쌀꽈배기,동작구,상도동,베이글,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA4MjVfMTI4%2FMDAxNTk4MzQxNDAxMTM4.mwBNHx6Q151YpPOBGLw-grq0KUsrKaooqKfiv1b1rRog.qaSkqgkM6ajM0TUg-VMEL4eFm7-TDyNnNcGpN8-Zj2og.JPEG.the_triple%2FIMG_8390.jpg
705,빽다방 숭실대점,동작구,상도동,테이크아웃커피,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220422_178%2F1650590382740UOTYs_JPEG%2F20220422_101804.jpg
706,달콩커피,동작구,상도동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190514_15%2F1557829315435EOIoc_JPEG%2Fh0g4a-itoXx7jociYM2lTULQ.jpeg.jpg
707,슈니퐁당,동작구,상도동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210419_173%2F1618803437966SSElS_JPEG%2FYTndUzwUnBfz2yjX7WtU41iP.jpg
708,컴포즈커피 성대시장점,동작구,상도동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220817_205%2F1660714011213nxgwo_JPEG%2FKakaoTalk_20220817_142603792.jpg
709,드웨이,동작구,상도동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210409_294%2F1617955481814pS0cE_JPEG%2F7dkvsh5zP2Dk3AxjT3VUKd55.jpg
710,읍천리382 신림점,동작구,신대방동,카페,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220711_31%2F1657530492749Uub4a_JPEG%2F%25BE%25F7_%25281%2529.jpg
711,또또케이크,동작구,신대방동,케이크전문,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210226_250%2F1614298591811F9zSn_JPEG%2Fgtrhf5tgRwVf5G9AoxYazr7S.jpeg.jpg
712,르뽀미에 보라매점,동작구,신대방동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMjVfMjA0%2FMDAxNjQ4MTkxODQ5MjA5.3ZEnh_jz5Rx3YHuNpnXNgwnIPgtl5aiSUIWCm053NdYg.rQx8ti2Z08M2XrZH08l9DTioQmk46TMo8h4AGw0U5e4g.JPEG.hyewon3484%2F20220317%25A3%25DF140653.jpg
713,엔제리너스 신림역점,동작구,신대방동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220905_13%2F16623678242693JsIs_JPEG%2F%25BF%25A3%25C1%25A9%25B7%25CE%25B0%25ED1.jpg
714,테이블1629,동작구,신대방동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200724_251%2F1595566604597FeFid_JPEG%2FQSH50Qis_q1EDr6ru8hiYoZa.jpg
715,베러배러,동작구,신대방동,베이글,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201216_231%2F1608113761359vmFrb_JPEG%2Ff_6gRxHvrO5dNdLU6YFhAQhv.jpg
716,와드커피 구로점,동작구,신대방동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220915_81%2F1663215552332ajYTi_JPEG%2FKakaoTalk_20220902_103019026.jpg
717,데이즈앤데이즈,동작구,신대방동,베이글,특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181005_47%2F1538732993831EBkKe_JPEG%2FkUZKiOUPa8z-_FILSvXjaQbR.jpg
718,프롬 카페,동작구,신대방동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200302_20%2F15831232845386QrDp_JPEG%2FcLb5OFJ7AItPaVCrQT9ob0In.jpg
719,루이스프루타,동작구,신대방동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220910_282%2F1662821325333XGlgS_JPEG%2F08%25BF%25F920%25C0%25CF.jpg
720,커피하우스 준,동작구,사당동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220818_149%2F1660819544944318Sm_JPEG%2F3C023C51-806D-4AFD-99B5-836E1E052034.jpeg
721,도쿄빙수 이수점,동작구,사당동,블루보틀,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170706_161%2F1499309301709XDKX2_JPEG%2F186655518772938_0.jpeg
722,이수당,동작구,사당동,"카페,디저트",아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220220_239%2F16453601478649L8LE_JPEG%2F1636380235292.jpg
723,메가MGC커피 이수태평점,동작구,사당동,카페,아늑한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA3MTNfMjI3%2FMDAxNjU3Njg5Njg1ODQ0.7v5R9RXxSVCkXJAMZNRn3hk5fCNTz3VV3ppeJ0-hwAUg.izgLqJqBXXJ5R8mIfgH-wLCLXwYZjGs69BUlbovXCV4g.JPEG.amebajun%2FKakaoTalk_20220710_004215932_03_copy.jpg
724,공차 이수점,동작구,사당동,차,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_234%2F144101960495356LzD_JPEG%2F156957537821991_0.jpeg
725,그리고지금,동작구,사당동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221004_93%2F1664872204988VFVdr_JPEG%2F%25B7%25B9%25BF%25C0%25BC%25BC%25C6%25AE.jpg
726,카페 우야우,동작구,사당동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220630_106%2F1656550555042lr2Uv_JPEG%2FScreenshot_20220626-000813_NAVER.jpg
727,이수살롱,동작구,사당동,"카페,디저트",편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210313_60%2F1615635406459TVkkh_JPEG%2FAJ8UUKtvNzMQcmUyinRxXrAE.jpeg.jpg
728,달리는커피 사당1호점,동작구,사당동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210901_10%2F1630483031259Gatpa_JPEG%2F8kC-VOGeskEVwe5B3AR1uQhZ.jpeg.jpg
729,카페아무르,동작구,사당동,"카페,디저트",넓은 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190826_220%2F1566778081190SYEyS_JPEG%2FXWetChuESoa9UvhLEESasc04.jpeg.jpg
730,모든것은당근케이크에서시작됐다,동작구,노량진동,"카페,디저트",부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200204_177%2F1580780588406Ts0QF_JPEG%2FXDpG2h5-fIbk7YoZlLvh2LjE.jpeg.jpg
731,우부래도,동작구,노량진동,베이글,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200916_31%2F1600210556071GxN5N_JPEG%2FmQW-Ysk3NHZpjyMrUC4ECh7K.jpg
732,할리스 노량진역점,동작구,노량진동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg
733,위퍼스트스터디카페 노량진 2호점,동작구,노량진동,스터디카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210914_137%2F1631609925217nUoqF_JPEG%2FyzKEQT9WS8aWKBnZE7owPnZW.jpg
734,스타벅스 여의도IFC몰(L1)R점,동작구,노량진동,카페,깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
735,에딧76 여의도파크원점,동작구,노량진동,"카페,디저트",깔끔한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211005_40%2F1633414111185MROm6_JPEG%2FmrnmQucXCqs2H5kPEPQvXev7.jpeg.jpg
736,데이비드베이글앤샐러드더현대서울,동작구,노량진동,"카페,디저트",특별한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA3MjFfODgg%2FMDAxNjU4MzcwODQ4NTc4.EzENWnFslU5qJAxSXjWlbxia64diXayZLhu9ue-_hxIg.Gniq_unuUZlomlJS4urNywsWYw0MvabbaeY0qnw9RyEg.JPEG.holic7492%2FIMG_7458.jpg
737,스타벅스 노량진역점,동작구,노량진동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
738,즐거운커피,동작구,노량진동,카페,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200104_38%2F1578117682363bXNl1_JPEG%2F4d5rjiELOFWg1-3pIQbuvDD9.jpeg.jpg
739,오설록티하우스 더현대 서울,동작구,노량진동,차,편한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_25%2F1614655315759mPxgT_JPEG%2FQafo3ncGEGpHJr_KsYus9FUP.JPG.jpg
740,그레이에스프레소,동작구,대방동,테이크아웃커피,부드러운 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220127_97%2F1643266536683lsE57_JPEG%2F8744CC55-A3A1-4C70-9A47-DC486CDEF1DE.jpeg
741,커피팩토리 쏘 교육점,동작구,대방동,카페,다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170201_259%2F1485937013676eWXiW_JPEG%2F186151574673460_0.jpeg
742,카페노량,동작구,대방동,"카페,디저트",다양한 분위기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221129_259%2F1669649007646OGJvM_JPEG%2FKakaoTalk_20221128_234354036.jpg
